ship_date,customer_name,sku,lot_number,qty,unit,order_reference,sales_order_id,sales_order_line_id,bol_number,entered_by,created_at
2026-08-12,"Inter-County Bakers, Inc.",10020,AUG 06 2026,50.0000,lb,,275,641,,legacy-shared-key,2026-08-12 18:45:39.595694+00
2026-08-12,"Inter-County Bakers, Inc.",10300,JUL 07 2026,200.0000,lb,,275,642,,legacy-shared-key,2026-08-12 18:45:40.403593+00
2026-08-12,"Inter-County Bakers, Inc.",10300,AUG 03 2026,200.0000,lb,,275,642,,legacy-shared-key,2026-08-12 18:45:40.403593+00
2026-08-12,"Inter-County Bakers, Inc.",10304,26-06-02-CREA-001,1500.0000,lb,,275,643,,legacy-shared-key,2026-08-12 18:45:41.118542+00
2026-08-12,Grassland Food & Snacks LLC,70050,JUL 21 2026,625.0000,lb,,291,677,,legacy-shared-key,2026-08-12 20:50:40.46799+00
2026-08-12,Grassland Food & Snacks LLC,70050,AUG 03 2026,750.0000,lb,,291,677,,legacy-shared-key,2026-08-12 20:50:40.46799+00
2026-08-12,Grassland Food & Snacks LLC,70050,AUG 11 2026,200.0000,lb,,291,677,,legacy-shared-key,2026-08-12 20:50:40.46799+00
2026-08-13,Kohl Wholesale Dist.,10302,261212585122,360.0000,lb,,266,614,,legacy-shared-key,2026-08-13 12:53:48.700137+00
2026-08-13,Kohl Wholesale Dist.,10302,261222585122,1620.0000,lb,,266,614,,legacy-shared-key,2026-08-13 12:53:48.700137+00
2026-08-13,Kohl Wholesale Dist.,67476,AUG 03 2026,400.0000,lb,,266,615,,legacy-shared-key,2026-08-13 12:53:49.478941+00
2026-08-13,Kohl Wholesale Dist.,67473,AUG 03 2026,400.0000,lb,,266,616,,legacy-shared-key,2026-08-13 12:53:50.142251+00
2026-08-14,American Classic Specialties,10305,26-06-10-TRIS-002,875.0000,lb,,287,669,,legacy-shared-key,2026-08-14 12:05:02.048361+00
2026-08-14,American Classic Specialties,10305,26-08-03-EURO-001,125.0000,lb,,287,669,,legacy-shared-key,2026-08-14 12:05:02.048361+00
2026-08-14,American Classic Specialties,10306,26-06-05-EURO-001,1000.0000,lb,,287,670,,legacy-shared-key,2026-08-14 12:05:02.964167+00
2026-08-14,American Classic Specialties,10010,JUL 26 2026,60.0000,lb,,287,671,,legacy-shared-key,2026-08-14 12:05:03.673526+00
2026-08-14,American Classic Specialties,10010,JUL 27 2026,40.0000,lb,,287,671,,legacy-shared-key,2026-08-14 12:05:03.673526+00
2026-08-14,American Classic Specialties,10300,AUG 03 2026,150.0000,lb,,287,672,,legacy-shared-key,2026-08-14 12:05:04.449483+00
2026-08-14,Sunshine Granola,70003,BB060827,2820.0000,lb,QB-70003-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:34.59738+00
2026-08-14,Sunshine Granola,70003,BB061527,3712.5000,lb,QB-70003-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:34.59738+00
2026-08-14,Sunshine Granola,70003,BB062227,4162.5000,lb,QB-70003-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:34.59738+00
2026-08-14,Sunshine Granola,70003,BB070827,1125.0000,lb,QB-70003-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:34.59738+00
2026-08-14,Sunshine Granola,70003,BB071327,2865.0000,lb,QB-70003-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:34.59738+00
2026-08-14,Sunshine Granola,70003,BB072027,3375.0000,lb,QB-70003-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:34.59738+00
2026-08-14,Sunshine Granola,70003,BB080327,4177.5000,lb,QB-70003-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:34.59738+00
2026-08-14,Sunshine Granola,70003,BB081027,3090.0000,lb,QB-70003-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:34.59738+00
2026-08-14,Sunshine Granola,70002,BB061527,112.5000,lb,QB-70002-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:36.197608+00
2026-08-14,Sunshine Granola,70010,BB070827,2497.5000,lb,QB-LOWCARB-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:36.456981+00
2026-08-14,Sunshine Granola,70070,BB070827,2617.5000,lb,QB-LOWCARB-YTD-NET,,,,inv-recon-2026-08-17,2026-08-17 19:47:36.456981+00
2026-08-14,Sunshine Granola,70011,BB070827,2122.5000,lb,QB-70011-YTD,,,,inv-recon-2026-08-17,2026-08-17 19:47:36.913676+00
2026-08-14,Sunshine Granola,70013,BULK-#9-YTD,12115.0000,lb,QB-70013-BULK-YTD,,,,inv-recon-2026-08-17,2026-08-17 19:47:39.481673+00
2026-08-14,Sunshine Granola,70004,BULK-#1-YTD,1875.0000,lb,QB-70004-BULK-YTD,,,,inv-recon-2026-08-17,2026-08-17 19:47:40.557045+00
2026-08-17,David Rosen Bakery Supply,10300,AUG 03 2026,50.0000,lb,,295,685,,legacy-shared-key,2026-08-17 13:54:20.867273+00
2026-08-17,David Rosen Bakery Supply,10304,26-06-02-CREA-001,25.0000,lb,,295,686,,legacy-shared-key,2026-08-17 13:54:21.618987+00
2026-08-17,David Rosen Bakery Supply,10304,26-06-02-CREA-002,2975.0000,lb,,295,686,,legacy-shared-key,2026-08-17 13:54:21.618987+00
2026-08-17,Ace Endico,67470,AUG 04 2026,1400.0000,lb,,285,663,,legacy-shared-key,2026-08-17 16:50:22.011493+00
2026-08-17,Ace Endico,67473,AUG 03 2026,300.0000,lb,,285,664,,legacy-shared-key,2026-08-17 16:50:22.727027+00
2026-08-17,Ace Endico,67473,AUG 13 2026,100.0000,lb,,285,664,,legacy-shared-key,2026-08-17 16:50:22.727027+00
2026-08-17,Ace Endico,10304,26-06-02-CREA-002,300.0000,lb,,285,665,,legacy-shared-key,2026-08-17 16:50:23.438454+00
2026-08-17,DOT Foods Inc,67470,AUG 04 2026,340.0000,lb,,277,650,,legacy-shared-key,2026-08-17 17:04:55.390904+00
2026-08-17,DOT Foods Inc,67470,AUG 13 2026,260.0000,lb,,277,650,,legacy-shared-key,2026-08-17 17:04:55.390904+00
2026-08-17,DOT Foods Inc,67476,AUG 03 2026,110.0000,lb,,277,651,,legacy-shared-key,2026-08-17 17:04:56.167636+00
2026-08-17,DOT Foods Inc,67476,AUG 04 2026,1470.0000,lb,,277,651,,legacy-shared-key,2026-08-17 17:04:56.167636+00
2026-08-17,DOT Foods Inc,67476,AUG 05 2026,1220.0000,lb,,277,651,,legacy-shared-key,2026-08-17 17:04:56.167636+00
2026-08-17,DOT Foods Inc,10001,AUG 05 2026,800.0000,lb,,277,652,,legacy-shared-key,2026-08-17 17:04:56.939664+00
2026-08-17,Restaurant Depot/Jetro-RD #436 Streetsboro OH,893,JUL 30 2026,1400.0000,lb,,258,595,,legacy-shared-key,2026-08-17 18:33:56.044807+00
2026-08-17,Restaurant Depot/Jetro-RD #436 Streetsboro OH,893,AUG 07 2026,2800.0000,lb,,258,595,,legacy-shared-key,2026-08-17 18:33:56.044807+00
2026-08-17,Restaurant Depot/Jetro-RD #436 Streetsboro OH,893,AUG 10 2026,5600.0000,lb,,258,595,,legacy-shared-key,2026-08-17 18:33:56.044807+00
2026-08-17,Restaurant Depot/Jetro-RD #436 Streetsboro OH,893,AUG 11 2026,4200.0000,lb,,258,595,,legacy-shared-key,2026-08-17 18:33:56.044807+00
2026-08-17,Restaurant Depot/Jetro-RD #436 Streetsboro OH,893,AUG 12 2026,1400.0000,lb,,258,595,,legacy-shared-key,2026-08-17 18:33:56.044807+00
2026-08-17,Restaurant Depot/Jetro-RD #436 Streetsboro OH,1614,AUG 04 2026,5600.0000,lb,,258,596,,legacy-shared-key,2026-08-17 18:33:57.130557+00
2026-08-17,Restaurant Depot/Jetro-RD #436 Streetsboro OH,1614,AUG 10 2026,4200.0000,lb,,258,596,,legacy-shared-key,2026-08-17 18:33:57.130557+00
2026-08-17,Hialea/New Urban Farms,11033,26-06-08-DUTC-001,2000.0000,lb,,289,675,,legacy-shared-key,2026-08-17 19:59:55.092282+00
2026-08-19,International Gourmet Foods Inc,10302,261222585122,600.0000,lb,,286,666,,legacy-shared-key,2026-08-19 15:20:42.18918+00
2026-08-19,International Gourmet Foods Inc,31012,608101,1340.0000,lb,,286,667,,legacy-shared-key,2026-08-19 15:20:42.991608+00
2026-08-19,International Gourmet Foods Inc,10300,JUL 07 2026,160.0000,lb,,286,668,,legacy-shared-key,2026-08-19 15:20:43.719513+00
2026-08-19,Greco and Sons,10302,261222585122,4380.0000,lb,,294,684,,legacy-shared-key,2026-08-19 17:42:47.015386+00
2026-08-19,Greco and Sons,10302,26-06-10-TRIS-001,20.0000,lb,,294,684,,legacy-shared-key,2026-08-19 17:42:47.015386+00
2026-08-19,Clark Core Serv.,10047,26-04-22-FRAN-001,1600.0000,lb,,284,660,,legacy-shared-key,2026-08-19 20:39:41.294548+00
2026-08-19,Clark Core Serv.,31012,608101,1400.0000,lb,,284,661,,legacy-shared-key,2026-08-19 20:39:42.043143+00
2026-08-19,Clark Core Serv.,31011,26-07-28-CREA-001,1750.0000,lb,,284,662,,legacy-shared-key,2026-08-19 20:39:42.729613+00
2026-08-20,Clark Core Serv.,31012,608101,1400.0000,lb,,278,653,,legacy-shared-key,2026-08-20 21:02:31.501458+00
2026-08-20,Clark Core Serv.,31011,26-07-28-CREA-001,1750.0000,lb,,278,654,,legacy-shared-key,2026-08-20 21:02:32.25419+00
2026-08-24,Dingman's Dairy,10300,AUG 14 2026,100.0000,lb,,292,678,,legacy-shared-key,2026-08-24 16:10:41.353828+00
2026-08-24,Dingman's Dairy,31012,608101,200.0000,lb,,292,679,,legacy-shared-key,2026-08-24 16:10:42.200095+00
2026-08-24,Dingman's Dairy,10002,AUG 04 2026,160.0000,lb,,292,680,,legacy-shared-key,2026-08-24 16:10:42.939653+00
2026-08-24,Dingman's Dairy,10002,AGO 19 2026,240.0000,lb,,292,680,,legacy-shared-key,2026-08-24 16:10:42.939653+00
2026-08-24,Dingman's Dairy,10010,JUL 27 2026,60.0000,lb,,292,681,,legacy-shared-key,2026-08-24 16:10:43.755667+00
2026-08-24,Dingman's Dairy,10010,AUG 21 2026,140.0000,lb,,292,681,,legacy-shared-key,2026-08-24 16:10:43.755667+00
2026-08-24,Wards Ice Cream,10303,25132,300.0000,lb,,304,703,,legacy-shared-key,2026-08-24 16:11:24.33005+00
2026-08-24,Wards Ice Cream,10302,26-06-10-TRIS-001,300.0000,lb,,304,704,,legacy-shared-key,2026-08-24 16:11:25.075637+00
2026-08-24,Wards Ice Cream,10010,AUG 21 2026,20.0000,lb,,304,705,,legacy-shared-key,2026-08-24 16:11:25.819589+00
2026-08-24,Wards Ice Cream,10001,AUG 20 2026,70.0000,lb,,304,706,,legacy-shared-key,2026-08-24 16:11:26.566557+00
2026-08-24,Oh Nuts,70050,MAY 13 2026,125.0000,lb,,301,697,,legacy-shared-key,2026-08-24 16:12:21.340412+00
2026-08-24,Oh Nuts,70050,JUL 21 2026,325.0000,lb,,301,697,,legacy-shared-key,2026-08-24 16:12:21.340412+00
2026-08-24,Oh Nuts,70050,AUG 12 2026,550.0000,lb,,301,697,,legacy-shared-key,2026-08-24 16:12:21.340412+00
