"screen","engine","variant","screenshot","gap","error","ACCESS-008","TOUCH-003","INPUT-010","INPUT-006 / ACCESS-003","ACTION-007 / ACTION-008","LAYOUT-013 / LAYOUT-014","DATA-003/004 · LAYOUT-003","FEEDBACK-011"
"S-42","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-42.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-42","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-42.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-42","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-42.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-42","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-42.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-42","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-42.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-43","chromium","390x844-light","screenshots/chromium/390x844-light/S-43.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-43","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-43.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-43","chromium","844x390-light","screenshots/chromium/844x390-light/S-43.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-43","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-43.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-43","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-43.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-43","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-43.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-43","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-43.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-43","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-43.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-44","chromium","390x844-light","screenshots/chromium/390x844-light/S-44.png","","","PASS","NA","NA","NA","NA","PASS","PASS","NA"
"S-44","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-44.png","","","PASS","NA","NA","NA","NA","PASS","PASS","NA"
"S-44","chromium","844x390-light","screenshots/chromium/844x390-light/S-44.png","","","PASS","NA","NA","NA","NA","FAIL","PASS","NA"
"S-44","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-44.png","","","PASS","NA","NA","NA","NA","FAIL","PASS","NA"
"S-44","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-44.png","","","PASS","NA","NA","NA","NA","PASS","PASS","NA"
"S-44","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-44.png","","","PASS","NA","NA","NA","NA","PASS","PASS","NA"
"S-44","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-44.png","","","PASS","NA","NA","NA","NA","PASS","PASS","NA"
"S-44","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-44.png","","","PASS","NA","NA","NA","NA","PASS","PASS","NA"
"S-45","chromium","390x844-light","screenshots/chromium/390x844-light/S-45.png","","","PASS","PASS","PASS","PASS","U","PASS","NA","NA"
"S-45","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-45.png","","","PASS","PASS","PASS","PASS","U","PASS","NA","NA"
"S-45","chromium","844x390-light","screenshots/chromium/844x390-light/S-45.png","","","PASS","PASS","PASS","PASS","U","FAIL","NA","NA"
"S-45","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-45.png","","","U","PASS","PASS","PASS","U","FAIL","NA","NA"
"S-45","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-45.png","","","PASS","PASS","PASS","PASS","U","PASS","NA","NA"
"S-45","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-45.png","","","PASS","PASS","PASS","PASS","U","PASS","NA","NA"
"S-45","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-45.png","","","PASS","PASS","PASS","PASS","U","PASS","NA","NA"
"S-45","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-45.png","","","PASS","PASS","PASS","PASS","U","PASS","NA","NA"
"S-46","chromium","390x844-light","screenshots/chromium/390x844-light/S-46.png","","","PASS","PASS","NA","NA","NA","PASS","PASS","NA"
"S-46","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-46.png","","","PASS","PASS","NA","NA","NA","PASS","PASS","NA"
"S-46","chromium","844x390-light","screenshots/chromium/844x390-light/S-46.png","","","PASS","PASS","NA","NA","NA","FAIL","PASS","NA"
"S-46","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-46.png","","","PASS","PASS","NA","NA","NA","FAIL","PASS","NA"
"S-46","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-46.png","","","PASS","PASS","NA","NA","NA","PASS","PASS","NA"
"S-46","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-46.png","","","PASS","PASS","NA","NA","NA","PASS","PASS","NA"
"S-46","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-46.png","","","PASS","PASS","NA","NA","NA","PASS","PASS","NA"
"S-46","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-46.png","","","PASS","PASS","NA","NA","NA","PASS","PASS","NA"
"S-47","chromium","390x844-light","screenshots/chromium/390x844-light/S-47.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-47","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-47.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-47","chromium","844x390-light","screenshots/chromium/844x390-light/S-47.png","","","PASS","PASS","PASS","PASS","NA","FAIL","NA","NA"
"S-47","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-47.png","","","PASS","PASS","PASS","PASS","NA","FAIL","NA","NA"
"S-47","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-47.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-47","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-47.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-47","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-47.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-47","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-47.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-48","chromium","390x844-light","screenshots/chromium/390x844-light/S-48.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-48","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-48.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-48","chromium","844x390-light","screenshots/chromium/844x390-light/S-48.png","","","PASS","PASS","PASS","PASS","NA","FAIL","NA","NA"
"S-48","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-48.png","","","PASS","PASS","PASS","PASS","NA","FAIL","NA","NA"
"S-48","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-48.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-48","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-48.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-48","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-48.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-48","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-48.png","","","PASS","PASS","PASS","PASS","NA","U","NA","NA"
"S-49","chromium","390x844-light","screenshots/chromium/390x844-light/S-49.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-49","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-49.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-49","chromium","844x390-light","screenshots/chromium/844x390-light/S-49.png","","","U","FAIL","NA","NA","NA","FAIL","NA","NA"
"S-49","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-49.png","","","U","FAIL","NA","NA","NA","FAIL","NA","NA"
"S-49","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-49.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-49","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-49.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-49","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-49.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-49","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-49.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-50","chromium","390x844-light","screenshots/chromium/390x844-light/S-50.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-50","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-50.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-50","chromium","844x390-light","screenshots/chromium/844x390-light/S-50.png","","","U","FAIL","NA","NA","NA","FAIL","NA","NA"
"S-50","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-50.png","","","U","FAIL","NA","NA","NA","FAIL","NA","NA"
"S-50","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-50.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-50","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-50.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-50","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-50.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-50","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-50.png","","","U","FAIL","NA","NA","NA","PASS","NA","NA"
"S-51","chromium","390x844-light","screenshots/chromium/390x844-light/S-51.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-51","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-51.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-51","chromium","844x390-light","screenshots/chromium/844x390-light/S-51.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-51","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-51.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-51","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-51.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-51","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-51.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-51","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-51.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-51","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-51.png","locator.waitFor: Timeout 15000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-52","chromium","390x844-light","screenshots/chromium/390x844-light/S-52.png","","","U","PASS","PASS","PASS","NA","PASS","PASS","NA"
"S-52","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-52.png","","","U","PASS","PASS","PASS","NA","PASS","PASS","NA"
"S-52","chromium","844x390-light","screenshots/chromium/844x390-light/S-52.png","","","U","PASS","PASS","PASS","NA","FAIL","PASS","NA"
"S-52","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-52.png","","","U","PASS","PASS","PASS","NA","FAIL","PASS","NA"
"S-52","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-52.png","","","U","PASS","PASS","PASS","NA","PASS","PASS","NA"
"S-52","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-52.png","","","U","PASS","PASS","PASS","NA","PASS","PASS","NA"
"S-52","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-52.png","","","U","PASS","PASS","PASS","NA","PASS","PASS","NA"
"S-52","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-52.png","","","U","PASS","PASS","PASS","NA","PASS","PASS","NA"
"S-53","chromium","390x844-light","screenshots/chromium/390x844-light/S-53.png","","","PASS","PASS","PASS","FAIL","U","PASS","NA","NA"
"S-53","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-53.png","","","PASS","PASS","PASS","FAIL","U","PASS","NA","NA"
"S-53","chromium","844x390-light","screenshots/chromium/844x390-light/S-53.png","","","U","PASS","PASS","FAIL","U","FAIL","NA","NA"
"S-53","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-53.png","","","U","PASS","PASS","FAIL","U","FAIL","NA","NA"
"S-53","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-53.png","","","PASS","PASS","PASS","FAIL","U","PASS","NA","NA"
"S-53","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-53.png","","","PASS","PASS","PASS","FAIL","U","PASS","NA","NA"
"S-53","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-53.png","","","PASS","PASS","PASS","FAIL","U","PASS","NA","NA"
"S-53","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-53.png","","","PASS","PASS","PASS","FAIL","U","PASS","NA","NA"
"S-54","chromium","390x844-light","screenshots/chromium/390x844-light/S-54.png","locator.waitFor: Timeout 7000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-54","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-54.png","locator.waitFor: Timeout 7000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-54","chromium","844x390-light","screenshots/chromium/844x390-light/S-54.png","locator.waitFor: Timeout 7000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-54","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-54.png","locator.waitFor: Timeout 7000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-54","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-54.png","locator.waitFor: Timeout 7000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-54","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-54.png","locator.waitFor: Timeout 7000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-54","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-54.png","locator.waitFor: Timeout 7000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-54","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-54.png","locator.waitFor: Timeout 7000ms exceeded.","","U","U","U","U","U","U","U","U"
"S-55","chromium","390x844-light","screenshots/chromium/390x844-light/S-55.png","No naturally ambiguous lot identified; no synthetic HTTP 409 or fixture substitution.","","U","U","U","U","U","U","U","U"
"S-55","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-55.png","No naturally ambiguous lot identified; no synthetic HTTP 409 or fixture substitution.","","U","U","U","U","U","U","U","U"
"S-55","chromium","844x390-light","screenshots/chromium/844x390-light/S-55.png","No naturally ambiguous lot identified; no synthetic HTTP 409 or fixture substitution.","","U","U","U","U","U","U","U","U"
"S-55","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-55.png","No naturally ambiguous lot identified; no synthetic HTTP 409 or fixture substitution.","","U","U","U","U","U","U","U","U"
"S-55","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-55.png","No naturally ambiguous lot identified; no synthetic HTTP 409 or fixture substitution.","","U","U","U","U","U","U","U","U"
"S-55","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-55.png","No naturally ambiguous lot identified; no synthetic HTTP 409 or fixture substitution.","","U","U","U","U","U","U","U","U"
"S-55","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-55.png","No naturally ambiguous lot identified; no synthetic HTTP 409 or fixture substitution.","","U","U","U","U","U","U","U","U"
"S-55","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-55.png","No naturally ambiguous lot identified; no synthetic HTTP 409 or fixture substitution.","","U","U","U","U","U","U","U","U"
"S-56","chromium","390x844-light","screenshots/chromium/390x844-light/S-56.png","","","U","PASS","NA","NA","NA","PASS","NA","NA"
"S-56","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-56.png","","","U","PASS","NA","NA","NA","PASS","NA","NA"
"S-56","chromium","844x390-light","screenshots/chromium/844x390-light/S-56.png","","","U","PASS","NA","NA","NA","FAIL","NA","NA"
"S-56","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-56.png","","","U","PASS","NA","NA","NA","FAIL","NA","NA"
"S-56","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-56.png","","","PASS","PASS","NA","NA","NA","PASS","NA","NA"
"S-56","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-56.png","","","PASS","PASS","NA","NA","NA","PASS","NA","NA"
"S-56","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-56.png","","","PASS","PASS","NA","NA","NA","PASS","NA","NA"
"S-56","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-56.png","","","PASS","PASS","NA","NA","NA","PASS","NA","NA"
"S-57","chromium","390x844-light","screenshots/chromium/390x844-light/S-57.png","","","PASS","FAIL","PASS","PASS","NA","FAIL","NA","NA"
"S-57","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-57.png","","","PASS","FAIL","PASS","PASS","NA","FAIL","NA","NA"
"S-57","chromium","844x390-light","screenshots/chromium/844x390-light/S-57.png","","","PASS","FAIL","PASS","PASS","NA","PASS","NA","NA"
"S-57","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-57.png","","","PASS","FAIL","PASS","PASS","NA","PASS","NA","NA"
"S-57","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-57.png","","","PASS","FAIL","PASS","PASS","NA","PASS","NA","NA"
"S-57","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-57.png","","","PASS","FAIL","PASS","PASS","NA","PASS","NA","NA"
"S-57","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-57.png","","","PASS","FAIL","PASS","PASS","NA","PASS","NA","NA"
"S-57","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-57.png","","","PASS","FAIL","PASS","PASS","NA","PASS","NA","NA"
"S-58","chromium","390x844-light","screenshots/chromium/390x844-light/S-58.png","","","U","NA","NA","NA","NA","FAIL","NA","PASS"
"S-58","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-58.png","","","U","NA","NA","NA","NA","FAIL","NA","PASS"
"S-58","chromium","844x390-light","screenshots/chromium/844x390-light/S-58.png","","","U","NA","NA","NA","NA","PASS","NA","PASS"
"S-58","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-58.png","","","U","NA","NA","NA","NA","PASS","NA","PASS"
"S-58","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-58.png","","","U","NA","NA","NA","NA","PASS","NA","PASS"
"S-58","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-58.png","","","U","NA","NA","NA","NA","PASS","NA","PASS"
"S-58","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-58.png","","","U","NA","NA","NA","NA","PASS","NA","PASS"
"S-58","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-58.png","","","U","NA","NA","NA","NA","PASS","NA","PASS"
"S-59","chromium","390x844-light","screenshots/chromium/390x844-light/S-59.png","No live failure/loading banner; no synthetic API failures.","","U","U","U","U","U","U","U","U"
"S-59","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-59.png","No live failure/loading banner; no synthetic API failures.","","U","U","U","U","U","U","U","U"
"S-59","chromium","844x390-light","screenshots/chromium/844x390-light/S-59.png","No live failure/loading banner; no synthetic API failures.","","U","U","U","U","U","U","U","U"
"S-59","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-59.png","No live failure/loading banner; no synthetic API failures.","","U","U","U","U","U","U","U","U"
"S-59","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-59.png","No live failure/loading banner; no synthetic API failures.","","U","U","U","U","U","U","U","U"
"S-59","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-59.png","No live failure/loading banner; no synthetic API failures.","","U","U","U","U","U","U","U","U"
"S-59","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-59.png","No live failure/loading banner; no synthetic API failures.","","U","U","U","U","U","U","U","U"
"S-59","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-59.png","No live failure/loading banner; no synthetic API failures.","","U","U","U","U","U","U","U","U"
"S-60","chromium","390x844-light","screenshots/chromium/390x844-light/S-60.png","","","PASS","NA","NA","NA","NA","PASS","NA","NA"
"S-60","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-60.png","","","PASS","NA","NA","NA","NA","PASS","NA","NA"
"S-60","chromium","844x390-light","screenshots/chromium/844x390-light/S-60.png","","","PASS","NA","NA","NA","NA","PASS","NA","NA"
"S-60","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-60.png","","","PASS","NA","NA","NA","NA","PASS","NA","NA"
"S-60","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-60.png","","","PASS","NA","NA","NA","NA","PASS","NA","NA"
"S-60","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-60.png","","","PASS","NA","NA","NA","NA","PASS","NA","NA"
"S-60","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-60.png","","","PASS","NA","NA","NA","NA","PASS","NA","NA"
"S-60","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-60.png","","","PASS","NA","NA","NA","NA","PASS","NA","NA"
"S-61","chromium","390x844-light","screenshots/chromium/390x844-light/S-61.png","","","U","NA","NA","NA","NA","PASS","NA","PASS"
"S-61","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-61.png","","","U","NA","NA","NA","NA","PASS","NA","PASS"
"S-61","chromium","844x390-light","screenshots/chromium/844x390-light/S-61.png","","","PASS","NA","NA","NA","NA","PASS","NA","PASS"
"S-61","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-61.png","","","PASS","NA","NA","NA","NA","PASS","NA","PASS"
"S-61","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-61.png","","","PASS","NA","NA","NA","NA","PASS","NA","PASS"
"S-61","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-61.png","","","PASS","NA","NA","NA","NA","PASS","NA","PASS"
"S-61","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-61.png","","","PASS","NA","NA","NA","NA","PASS","NA","PASS"
"S-61","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-61.png","","","PASS","NA","NA","NA","NA","PASS","NA","PASS"
"S-62","chromium","390x844-light","screenshots/chromium/390x844-light/S-62.png","Error/stale state requires live occurrence; footer alone does not establish that state.","","U","U","U","U","U","U","U","U"
"S-62","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-62.png","Error/stale state requires live occurrence; footer alone does not establish that state.","","U","U","U","U","U","U","U","U"
"S-62","chromium","844x390-light","screenshots/chromium/844x390-light/S-62.png","Error/stale state requires live occurrence; footer alone does not establish that state.","","U","U","U","U","U","U","U","U"
"S-62","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-62.png","Error/stale state requires live occurrence; footer alone does not establish that state.","","U","U","U","U","U","U","U","U"
"S-62","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-62.png","Error/stale state requires live occurrence; footer alone does not establish that state.","","U","U","U","U","U","U","U","U"
"S-62","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-62.png","Error/stale state requires live occurrence; footer alone does not establish that state.","","U","U","U","U","U","U","U","U"
"S-62","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-62.png","Error/stale state requires live occurrence; footer alone does not establish that state.","","U","U","U","U","U","U","U","U"
"S-62","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-62.png","Error/stale state requires live occurrence; footer alone does not establish that state.","","U","U","U","U","U","U","U","U"
"S-63","chromium","390x844-light","screenshots/chromium/390x844-light/S-63.png","","","U","FAIL","PASS","FAIL","U","PASS","PASS","NA"
"S-63","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-63.png","","","U","FAIL","PASS","PASS","U","PASS","NA","NA"
"S-63","chromium","844x390-light","screenshots/chromium/844x390-light/S-63.png","","","PASS","FAIL","PASS","PASS","U","PASS","NA","NA"
"S-63","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-63.png","","","PASS","FAIL","PASS","PASS","U","PASS","NA","NA"
"S-63","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-63.png","","","PASS","FAIL","PASS","PASS","U","PASS","NA","NA"
"S-63","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-63.png","","","PASS","FAIL","PASS","PASS","U","PASS","NA","NA"
"S-63","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-63.png","","","PASS","FAIL","PASS","PASS","U","PASS","NA","NA"
"S-63","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-63.png","","","PASS","FAIL","PASS","PASS","U","PASS","NA","NA"
"S-64","chromium","390x844-light","screenshots/chromium/390x844-light/S-64.png","","","U","PASS","PASS","FAIL","NA","PASS","PASS","NA"
"S-64","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-64.png","","","U","PASS","PASS","PASS","NA","PASS","NA","NA"
"S-64","chromium","844x390-light","screenshots/chromium/844x390-light/S-64.png","","","PASS","PASS","PASS","PASS","NA","PASS","NA","NA"
"S-64","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-64.png","","","PASS","PASS","PASS","PASS","NA","PASS","NA","NA"
"S-64","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-64.png","","","PASS","PASS","PASS","PASS","NA","PASS","NA","NA"
"S-64","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-64.png","","","PASS","PASS","PASS","PASS","NA","PASS","NA","NA"
"S-64","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-64.png","","","PASS","PASS","PASS","PASS","NA","PASS","NA","NA"
"S-64","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-64.png","","","PASS","PASS","PASS","PASS","NA","PASS","NA","NA"
"S-65","chromium","390x844-light","screenshots/chromium/390x844-light/S-65.png","","","PASS","FAIL","NA","NA","NA","FAIL","NA","NA"
"S-65","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-65.png","","","PASS","FAIL","NA","NA","NA","FAIL","NA","NA"
"S-65","chromium","844x390-light","screenshots/chromium/844x390-light/S-65.png","","","PASS","FAIL","NA","NA","NA","PASS","NA","NA"
"S-65","chromium","844x390-dark","screenshots/chromium/844x390-dark/S-65.png","","","PASS","FAIL","NA","NA","NA","PASS","NA","NA"
"S-65","chromium","768x1024-light","screenshots/chromium/768x1024-light/S-65.png","","","PASS","FAIL","NA","NA","NA","PASS","NA","NA"
"S-65","chromium","768x1024-dark","screenshots/chromium/768x1024-dark/S-65.png","","","PASS","FAIL","NA","NA","NA","PASS","NA","NA"
"S-65","chromium","1280x800-light","screenshots/chromium/1280x800-light/S-65.png","","","PASS","FAIL","NA","NA","NA","PASS","NA","NA"
"S-65","chromium","1280x800-dark","screenshots/chromium/1280x800-dark/S-65.png","","","PASS","FAIL","NA","NA","NA","PASS","NA","NA"
"S-66","chromium","390x844-light","screenshots/chromium/390x844-light/S-66.png","","","PASS","NA","NA","NA","NA","FAIL","NA","PASS"
"S-66","chromium","390x844-dark","screenshots/chromium/390x844-dark/S-66.png","","","PASS","NA","NA","NA","NA","FAIL","NA","PASS"
"S-66","chromium","844x390-light","screenshots/chromium/844x390-light/S-66.png","","","PASS","NA","NA","NA","NA","PASS","NA","PASS"
